"codigo_ibge","categoria","cod_cnae","ano_atividade","cod_uf","ativas","mei"
"2704302","5","5611203","2018-10-01","27","1628","0"
"3550308","5","5611201","2018-06-01","35","21548","0"
"4106902","5","5611204","2018-06-01","41","1756","0"
"1721000","5","5611201","2018-07-01","17","201","1"
"2611606","5","5611203","2018-07-01","26","1505","1"
"2704302","5","5611203","2018-07-01","27","921","1"
"2800308","5","5611205","2017-11-01","28","4","0"
"4314902","5","5611205","2017-11-01","43","24","0"
"1721000","5","5611204","2017-12-01","17","195","1"
"2111300","5","5611204","2017-12-01","21","266","1"
"2304400","5","5611204","2017-12-01","23","868","1"
"2700805","5","5611201","2018-02-01","27","1","1"
"2704302","5","5611203","2018-02-01","27","1600","0"
"5300108","5","5611203","2018-02-01","53","7982","0"
"1302603","5","5611203","2018-02-01","13","2230","0"
"5103403","5","5611203","2020-02-01","51","1078","1"
"5300108","5","5611201","2020-02-01","53","2180","1"
"2507507","5","5611205","2020-03-01","25","41","1"
"2606200","5","5611204","2020-03-01","26","62","1"
"2704302","5","5611205","2020-03-01","27","18","0"
"2800308","5","5611203","2020-03-01","28","708","1"
"2927408","5","5611203","2020-03-01","29","2406","1"
"2927408","5","5611205","2020-03-01","29","98","0"
"3106200","5","5611203","2017-09-01","31","7166","0"
"3304557","5","5611204","2017-09-01","33","4632","0"
"5107206","5","5611201","2017-09-01","51","4","0"
"2507507","5","5611205","2017-10-01","25","5","1"
"3304557","5","5611204","2021-01-01","33","4318","1"
"5107206","5","5611205","2021-01-01","51","1","0"
"1721000","5","5611203","2021-02-01","17","539","0"
"2111300","5","5611204","2021-02-01","21","437","1"
"4205407","5","5611205","2020-08-01","42","73","0"
"1100205","5","5611203","2020-09-01","11","510","1"
"1600303","5","5611203","2020-09-01","16","521","0"
"2611606","5","5611203","2020-09-01","26","3549","0"
"2611606","5","5611204","2020-09-01","26","520","0"
"4205407","5","5611204","2020-06-01","42","273","1"
"2606200","5","5611205","2020-07-01","26","6","1"
"3205309","5","5611204","2020-07-01","32","241","1"
"2800308","5","5611201","2019-05-01","28","992","0"
"2927408","5","5611205","2019-05-01","29","49","0"
"3205309","5","5611205","2019-05-01","32","8","1"
"1302603","5","5611201","2019-06-01","13","2266","0"
"1400100","5","5611203","2019-06-01","14","337","1"
"2800308","5","5611203","2017-03-01","28","898","0"
"3550308","5","5611201","2017-03-01","35","2624","1"
"5107206","5","5611204","2017-03-01","51","1","1"
"1302603","5","5611201","2017-04-01","13","2243","0"
"1600303","5","5611203","2022-03-01","16","653","1"
"2611606","5","5611201","2022-03-01","26","3702","0"
"2800308","5","5611201","2019-03-01","28","322","1"
"3550308","5","5611204","2019-03-01","35","3852","1"
"5107206","5","5611201","2019-03-01","51","2","1"
"2408102","5","5611204","2019-04-01","24","310","0"
"3550308","5","5611203","2022-10-01","35","18546","1"
"3550308","5","5611204","2020-09-01","35","5062","0"
"5107206","5","5611201","2020-09-01","51","4","0"
"1100205","5","5611205","2020-10-01","11","33","1"
"3106200","5","5611204","2022-09-01","31","2907","1"
"1600303","5","5611205","2022-10-01","16","109","1"
"2507507","5","5611205","2017-01-01","25","7","0"
"4314902","5","5611201","2022-06-01","43","1699","1"
"5002704","5","5611201","2022-06-01","50","1702","0"
"2304400","5","5611201","2022-07-01","23","4743","1"
"2927408","5","5611204","2017-07-01","29","1803","0"
"3304557","5","5611204","2017-07-01","33","4624","0"
"2211001","5","5611201","2017-08-01","22","1351","0"
"1100205","5","5611201","2019-12-01","11","1209","0"
"1100205","5","5611205","2019-12-01","11","10","0"
"1302603","5","5611205","2019-12-01","13","33","0"
"2304400","5","5611203","2019-12-01","23","4144","0"
"3550308","5","5611201","2019-01-01","35","22199","0"
"1302603","5","5611203","2019-02-01","13","2318","0"
"1721000","5","5611205","2019-02-01","17","19","1"
"2304400","5","5611201","2019-02-01","23","1374","1"
"3304557","5","5611204","2019-07-01","33","3288","0"
"3550308","5","5611204","2019-07-01","35","5207","0"
"2211001","5","5611205","2019-08-01","22","13","0"
"5002704","5","5611204","2018-05-01","50","386","1"
"1302603","5","5611205","2018-06-01","13","11","1"
"1600303","5","5611204","2018-06-01","16","155","1"
"2211001","5","5611205","2018-06-01","22","6","0"
"3205309","5","5611203","2018-07-01","32","1172","0"
"1400100","5","5611203","2018-08-01","14","846","0"
"2611606","5","5611205","2018-08-01","26","11","0"
"2800308","5","5611204","2018-08-01","28","183","0"
"4106902","5","5611205","2017-02-01","41","14","1"
"4205407","5","5611204","2017-02-01","42","122","1"
"4314902","5","5611203","2017-02-01","43","493","1"
"5103403","5","5611203","2017-02-01","51","524","1"
"5300108","5","5611204","2017-02-01","53","2753","0"
"5300108","5","5611205","2017-02-01","53","48","1"
"1600303","5","5611201","2017-03-01","16","162","1"
"3304557","5","5611204","2020-08-01","33","4173","1"
"4106902","5","5611203","2021-07-01","41","2426","1"
"1721000","5","5611203","2021-08-01","17","544","0"
"2304400","5","5611203","2021-08-01","23","4815","1"
"2507507","5","5611204","2021-08-01","25","208","1"
"2700805","5","5611201","2021-08-01","27","1","1"
"2927408","5","5611203","2021-08-01","29","3885","0"
"3106200","5","5611204","2021-11-01","31","2791","1"
"5002704","5","5611201","2021-11-01","50","1800","1"
"5107206","5","5611203","2021-11-01","51","6","1"
"5300108","5","5611205","2021-11-01","53","337","0"
"3106200","5","5611205","2019-09-01","31","199","1"
"4314902","5","5611205","2019-09-01","43","40","0"
"5103403","5","5611203","2019-09-01","51","1526","0"
"4106902","5","5611201","2018-12-01","41","542","1"
"1100205","5","5611205","2019-01-01","11","12","1"
"2507507","5","5611201","2021-02-01","25","1539","0"
"2507507","5","5611204","2021-02-01","25","240","0"
"4314902","5","5611203","2021-02-01","43","4497","0"
"5300108","5","5611201","2021-02-01","53","3273","1"
"1400100","5","5611201","2021-03-01","14","700","0"
"2111300","5","5611203","2021-09-01","21","1324","0"
"1302603","5","5611203","2020-01-01","13","2388","0"
"2927408","5","5611201","2020-01-01","29","2582","1"
"3205309","5","5611201","2020-01-01","32","231","1"
"5300108","5","5611205","2022-05-01","53","727","1"
"1100205","5","5611201","2022-06-01","11","1158","0"
"1600303","5","5611204","2022-06-01","16","189","1"
"2111300","5","5611203","2022-06-01","21","1648","1"
"2507507","5","5611203","2022-06-01","25","1753","1"
"2700805","5","5611201","2022-06-01","27","1","1"
"2704302","5","5611205","2018-03-01","27","7","0"
"2211001","5","5611205","2018-04-01","22","6","0"
"4205407","5","5611204","2022-07-01","42","575","0"
"5107206","5","5611204","2022-07-01","51","1","1"
"1400100","5","5611204","2022-08-01","14","227","0"
"2700805","5","5611203","2022-08-01","27","1","1"
"2507507","5","5611203","2021-05-01","25","1447","1"
"2800308","5","5611205","2021-05-01","28","45","1"
"2927408","5","5611204","2021-05-01","29","1136","0"
"2927408","5","5611204","2021-12-01","29","1798","1"
"3550308","5","5611203","2021-12-01","35","38529","0"
"1400100","5","5611203","2022-01-01","14","626","1"
"2611606","5","5611203","2017-12-01","26","1345","1"
"2704302","5","5611201","2017-12-01","27","1615","0"
"3550308","5","5611203","2017-12-01","35","5889","1"
"5300108","5","5611204","2017-12-01","53","1051","1"
"1721000","5","5611203","2018-01-01","17","304","1"
"2304400","5","5611205","2018-01-01","23","39","1"
"2507507","5","5611203","2018-01-01","25","1345","0"
"2927408","5","5611201","2018-10-01","29","5531","0"
"3106200","5","5611203","2018-10-01","31","6704","0"
"3205309","5","5611201","2018-10-01","32","136","1"
"4106902","5","5611205","2018-10-01","41","24","1"
"2800308","5","5611201","2018-11-01","28","270","1"
"3106200","5","5611205","2022-08-01","31","867","1"
"2211001","5","5611205","2022-09-01","22","28","0"
"2507507","5","5611203","2017-06-01","25","518","1"
"2800308","5","5611203","2017-06-01","28","329","1"
"3106200","5","5611201","2017-06-01","31","6588","0"
"4106902","5","5611204","2017-06-01","41","1827","0"
"4205407","5","5611203","2017-06-01","42","378","1"
"4314902","5","5611204","2017-06-01","43","1125","0"
"1100205","5","5611204","2017-07-01","11","127","1"
"1721000","5","5611205","2017-07-01","17","4","0"
"2304400","5","5611205","2017-07-01","23","37","1"
"2304400","5","5611204","2017-05-01","23","1125","0"
"2304400","5","5611205","2017-05-01","23","22","0"
"2408102","5","5611205","2017-05-01","24","10","0"
"2704302","5","5611203","2017-05-01","27","751","1"
"3304557","5","5611201","2017-05-01","33","2449","1"
"4314902","5","5611201","2017-05-01","43","214","1"
"1721000","5","5611203","2017-06-01","17","596","0"
"1721000","5","5611205","2021-10-01","17","18","0"
"2408102","5","5611203","2021-10-01","24","1530","1"
"2927408","5","5611203","2017-08-01","29","4640","0"
"2211001","5","5611201","2017-09-01","22","271","1"
"2304400","5","5611205","2019-10-01","23","59","0"
"2700805","5","5611201","2019-10-01","27","1","1"
"2704302","5","5611203","2019-10-01","27","1686","0"
"3106200","5","5611201","2019-10-01","31","2375","1"
"3106200","5","5611205","2019-10-01","31","219","1"
"5103403","5","5611203","2019-10-01","51","1523","0"
"1100205","5","5611203","2019-11-01","11","900","0"
"2111300","5","5611204","2017-04-01","21","245","1"
"2507507","5","5611205","2017-04-01","25","9","0"
"1302603","5","5611205","2017-05-01","13","10","0"
"1600303","5","5611204","2017-05-01","16","286","0"
"2111300","5","5611205","2017-05-01","21","15","0"
"4106902","5","5611203","2020-11-01","41","2066","1"
"5300108","5","5611205","2020-11-01","53","395","1"
"1302603","5","5611201","2020-12-01","13","2628","1"
"2111300","5","5611203","2020-12-01","21","1137","1"
"2606200","5","5611203","2020-12-01","26","102","1"
"2611606","5","5611204","2020-12-01","26","512","0"
"4205407","5","5611201","2021-10-01","42","2702","0"
"1100205","5","5611205","2021-11-01","11","93","1"
"2700805","5","5611201","2021-11-01","27","1","1"
"2704302","5","5611203","2021-11-01","27","1662","0"
"5002704","5","5611201","2021-03-01","50","1787","0"
"1302603","5","5611204","2020-02-01","13","291","0"
"2704302","5","5611203","2020-02-01","27","1669","0"
"2800308","5","5611205","2020-02-01","28","14","1"
"3304557","5","5611205","2020-02-01","33","137","0"
"2700805","5","5611201","2022-04-01","27","1","1"
"3205309","5","5611203","2020-10-01","32","632","1"
"4205407","5","5611201","2020-10-01","42","722","1"
"5002704","5","5611201","2020-10-01","50","1183","1"
"5107206","5","5611201","2020-10-01","51","2","1"
"2111300","5","5611205","2020-11-01","21","202","1"
"2408102","5","5611201","2020-11-01","24","2088","0"
"2606200","5","5611205","2020-11-01","26","3","0"
"4314902","5","5611203","2018-11-01","43","4456","0"
"5300108","5","5611204","2018-11-01","53","2305","0"
"1100205","5","5611205","2018-12-01","11","7","0"
"1302603","5","5611205","2018-12-01","13","22","0"
"1400100","5","5611204","2018-12-01","14","282","0"
"2611606","5","5611205","2018-12-01","26","15","1"
"4205407","5","5611201","2020-04-01","42","2604","0"
"1400100","5","5611205","2020-05-01","14","40","0"
"1600303","5","5611203","2020-05-01","16","510","0"
"2211001","5","5611205","2020-05-01","22","13","0"
"2704302","5","5611201","2020-05-01","27","893","1"
"2507507","5","5611203","2021-04-01","25","1411","1"
"4106902","5","5611205","2021-04-01","41","127","1"
"4314902","5","5611204","2021-04-01","43","946","0"
"1400100","5","5611204","2019-11-01","14","256","0"
"2111300","5","5611201","2019-11-01","21","682","1"
"2211001","5","5611204","2019-11-01","22","301","1"
"2700805","5","5611201","2019-11-01","27","1","1"
"5103403","5","5611201","2019-11-01","51","557","1"
"2304400","5","5611203","2019-08-01","23","4099","0"
"4205407","5","5611204","2019-08-01","42","639","0"
"4205407","5","5611205","2019-08-01","42","25","1"
"5107206","5","5611201","2019-08-01","51","4","0"
"2408102","5","5611205","2018-05-01","24","11","0"
"2704302","5","5611203","2018-05-01","27","1600","0"
"3106200","5","5611204","2020-12-01","31","2169","0"
"1302603","5","5611205","2021-06-01","13","198","1"
"1600303","5","5611204","2021-06-01","16","145","0"
"2211001","5","5611204","2021-06-01","22","342","1"
"2927408","5","5611201","2019-04-01","29","1967","1"
"2927408","5","5611203","2019-04-01","29","1911","1"
"3550308","5","5611204","2019-04-01","35","5219","0"
"1600303","5","5611204","2019-05-01","16","166","0"
"1721000","5","5611203","2019-05-01","17","559","0"
"5103403","5","5611204","2019-02-01","51","256","0"
"1400100","5","5611204","2019-03-01","14","216","1"
"2111300","5","5611205","2020-06-01","21","49","0"
"2507507","5","5611201","2020-06-01","25","783","1"
"2611606","5","5611204","2020-06-01","26","527","0"
"2704302","5","5611203","2020-06-01","27","1484","1"
"3304557","5","5611205","2020-06-01","33","165","0"
"1302603","5","5611204","2022-02-01","13","276","0"
"1400100","5","5611204","2022-02-01","14","268","1"
"2606200","5","5611203","2022-02-01","26","123","1"
"2611606","5","5611204","2022-02-01","26","482","0"
"2800308","5","5611205","2022-02-01","28","19","0"
"4205407","5","5611204","2022-02-01","42","580","0"
"2611606","5","5611203","2019-06-01","26","1910","1"
"1600303","5","5611205","2019-07-01","16","5","1"
"1721000","5","5611201","2019-07-01","17","260","1"
"2304400","5","5611205","2019-07-01","23","73","1"
"2700805","5","5611201","2022-01-01","27","1","1"
"2800308","5","5611203","2022-01-01","28","997","0"
"4205407","5","5611205","2022-01-01","42","111","0"
"4205407","5","5611205","2017-10-01","42","17","0"
"5300108","5","5611204","2017-10-01","53","1034","1"
"1100205","5","5611203","2017-11-01","11","1080","0"
"2408102","5","5611204","2017-11-01","24","392","0"
"4205407","5","5611204","2021-06-01","42","316","1"
"1302603","5","5611203","2021-07-01","13","3105","1"
"1721000","5","5611203","2021-07-01","17","543","0"
"2507507","5","5611204","2021-07-01","25","207","1"
"3106200","5","5611205","2021-07-01","31","248","0"
"4106902","5","5611203","2022-04-01","41","6174","0"
"4205407","5","5611201","2022-04-01","42","2696","0"
"2408102","5","5611201","2022-05-01","24","2074","0"
"3304557","5","5611201","2022-05-01","33","14669","1"
"5107206","5","5611201","2018-08-01","51","4","0"
"2111300","5","5611204","2018-09-01","21","321","1"
"2211001","5","5611204","2018-09-01","22","327","0"
"1721000","5","5611204","2018-10-01","17","228","1"
"2211001","5","5611205","2018-10-01","22","6","0"
"4314902","5","5611201","2018-06-01","43","339","1"
"2507507","5","5611203","2018-07-01","25","1218","0"
"2611606","5","5611204","2018-07-01","26","414","1"
"5300108","5","5611203","2017-11-01","53","2443","1"
"5300108","5","5611205","2017-11-01","53","72","0"
"2611606","5","5611201","2018-02-01","26","3627","0"
"2704302","5","5611205","2018-02-01","27","8","1"
"5103403","5","5611205","2018-02-01","51","10","0"
"2304400","5","5611205","2018-03-01","23","40","1"
"2408102","5","5611204","2018-03-01","24","326","0"
"2507507","5","5611203","2018-03-01","25","1206","0"
"5103403","5","5611204","2018-01-01","51","224","1"
"2408102","5","5611203","2018-02-01","24","1324","0"
"2507507","5","5611203","2018-02-01","25","1189","0"
"1302603","5","5611204","2020-03-01","13","286","1"
"2211001","5","5611205","2020-03-01","22","55","1"
"3205309","5","5611205","2017-09-01","32","9","0"
"5103403","5","5611204","2017-09-01","51","329","0"
"1600303","5","5611203","2017-10-01","16","202","1"
"2211001","5","5611205","2017-10-01","22","12","1"
"2304400","5","5611204","2017-10-01","23","1134","0"
"3550308","5","5611203","2021-01-01","35","39189","0"
"5002704","5","5611203","2021-01-01","50","1368","0"
"1100205","5","5611203","2021-02-01","11","915","0"
"1302603","5","5611204","2021-02-01","13","313","1"
"4106902","5","5611203","2020-08-01","41","1908","1"
"4205407","5","5611204","2020-08-01","42","614","0"
"1721000","5","5611204","2020-09-01","17","112","0"
"2408102","5","5611205","2020-09-01","24","36","0"
"2606200","5","5611204","2020-09-01","26","21","0"
"3205309","5","5611205","2020-09-01","32","34","0"
"5107206","5","5611201","2020-06-01","51","4","0"
"5300108","5","5611204","2020-06-01","53","2152","0"
"2408102","5","5611203","2020-07-01","24","1354","0"
"2704302","5","5611201","2020-07-01","27","1641","0"
"2704302","5","5611205","2020-07-01","27","19","0"
"3304557","5","5611205","2020-07-01","33","177","0"
"2700805","5","5611201","2019-05-01","27","1","1"
"5107206","5","5611201","2019-05-01","51","2","1"
"4106902","5","5611205","2017-03-01","41","36","0"
"4314902","5","5611203","2017-03-01","43","515","1"
"5107206","5","5611204","2022-02-01","51","1","1"
"1721000","5","5611201","2022-03-01","17","492","1"
"2507507","5","5611205","2022-03-01","25","146","1"
"2800308","5","5611204","2022-03-01","28","197","1"
"2700805","5","5611201","2019-03-01","27","1","0"
"3106200","5","5611201","2019-03-01","31","6542","0"
"1302603","5","5611204","2019-04-01","13","296","0"
"1400100","5","5611201","2019-04-01","14","306","1"
"4205407","5","5611201","2022-10-01","42","1260","1"
"4314902","5","5611203","2022-10-01","43","2059","1"
"2211001","5","5611201","2022-10-01","22","1535","0"
"3106200","5","5611204","2022-10-01","31","2907","1"
"3304557","5","5611201","2022-10-01","33","15164","1"
"3304557","5","5611205","2022-10-01","33","1773","1"
"5103403","5","5611204","2022-09-01","51","339","1"
"1600303","5","5611201","2022-10-01","16","853","1"
"1600303","5","5611203","2022-10-01","16","486","0"
"1600303","5","5611205","2022-10-01","16","32","0"
"1721000","5","5611203","2022-10-01","17","490","0"
"3304557","5","5611204","2017-01-01","33","4613","0"
"5002704","5","5611201","2017-01-01","50","278","1"
"1400100","5","5611205","2017-02-01","14","8","0"
"5002704","5","5611203","2022-06-01","50","1244","0"
"1600303","5","5611204","2022-07-01","16","189","1"
"2927408","5","5611205","2022-07-01","29","759","1"
"3106200","5","5611203","2022-07-01","31","6261","0"
"5002704","5","5611201","2017-07-01","50","1594","0"
"5103403","5","5611203","2017-07-01","51","1807","0"
"5103403","5","5611205","2017-07-01","51","8","0"
"2408102","5","5611204","2019-12-01","24","248","1"
"2800308","5","5611204","2019-12-01","28","136","1"
"4106902","5","5611203","2019-12-01","41","1614","1"
"3550308","5","5611204","2019-01-01","35","3710","1"
"2111300","5","5611203","2019-02-01","21","1179","0"
"2111300","5","5611203","2019-02-01","21","693","1"
"2927408","5","5611203","2019-07-01","29","3925","0"
"2111300","5","5611204","2019-08-01","21","306","0"
"3205309","5","5611203","2018-05-01","32","310","1"
"4106902","5","5611201","2018-05-01","41","5468","0"
"5002704","5","5611205","2018-05-01","50","16","0"
"1100205","5","5611205","2018-06-01","11","7","0"
"2111300","5","5611204","2018-06-01","21","300","0"
"3106200","5","5611204","2018-07-01","31","1918","1"
"5300108","5","5611203","2018-07-01","53","8011","0"
"2700805","5","5611203","2018-08-01","27","1","0"
"2800308","5","5611203","2018-08-01","28","427","1"
"2304400","5","5611203","2017-02-01","23","1984","1"
"2304400","5","5611204","2017-02-01","23","771","1"
"3304557","5","5611201","2017-02-01","33","10440","0"
"5103403","5","5611201","2017-02-01","51","1973","0"
"4205407","5","5611205","2020-07-01","42","61","1"
"2606200","5","5611204","2020-08-01","26","21","0"
"4205407","5","5611203","2021-07-01","42","2458","0"
"1400100","5","5611205","2021-08-01","14","100","1"
"2408102","5","5611205","2021-08-01","24","95","1"
"3304557","5","5611204","2021-08-01","33","3208","0"
"2927408","5","5611201","2021-11-01","29","5610","0"
"5107206","5","5611205","2021-11-01","51","2","1"
"1721000","5","5611203","2021-12-01","17","523","0"
"2611606","5","5611205","2019-09-01","26","20","0"
"2927408","5","5611201","2018-12-01","29","1758","1"
"3106200","5","5611205","2018-12-01","31","85","1"
"5300108","5","5611203","2018-12-01","53","8048","0"
"1721000","5","5611203","2019-01-01","17","354","1"
"2606200","5","5611205","2021-02-01","26","9","1"
"2704302","5","5611201","2021-02-01","27","1703","0"
"5002704","5","5611201","2021-02-01","50","1782","0"
"1400100","5","5611204","2021-03-01","14","244","1"
"1600303","5","5611204","2021-09-01","16","141","0"
"2927408","5","5611204","2021-09-01","29","1122","0"
"3106200","5","5611204","2021-09-01","31","2748","1"
"2800308","5","5611201","2020-01-01","28","498","1"
"4106902","5","5611201","2020-01-01","41","5763","0"
"4106902","5","5611201","2020-01-01","41","856","1"
"2408102","5","5611201","2022-06-01","24","1324","1"
"2507507","5","5611205","2022-06-01","25","71","0"
"2606200","5","5611203","2022-06-01","26","128","1"
"2927408","5","5611203","2018-03-01","29","1502","1"
"4106902","5","5611204","2018-03-01","41","538","1"
"5002704","5","5611201","2018-03-01","50","384","1"
"5103403","5","5611205","2018-03-01","51","10","1"
"1721000","5","5611204","2018-04-01","17","210","1"
"4314902","5","5611201","2022-07-01","43","1717","1"
"2211001","5","5611201","2021-05-01","22","1548","0"
"3106200","5","5611203","2021-05-01","31","4360","1"
"2606200","5","5611204","2021-12-01","26","66","1"
"3205309","5","5611201","2017-12-01","32","90","1"
"3550308","5","5611205","2017-12-01","35","133","0"
"4106902","5","5611201","2017-12-01","41","5442","0"
"1302603","5","5611204","2018-01-01","13","348","0"
"2507507","5","5611203","2018-01-01","25","599","1"
"3106200","5","5611205","2018-10-01","31","97","0"
"4106902","5","5611204","2018-10-01","41","1752","0"
"4314902","5","5611205","2018-10-01","43","28","0"
"5300108","5","5611201","2018-10-01","53","7804","0"
"1721000","5","5611201","2018-11-01","17","656","0"
"2304400","5","5611205","2018-11-01","23","35","0"
"5103403","5","5611205","2022-08-01","51","143","1"
"5300108","5","5611201","2022-08-01","53","8639","0"
"4314902","5","5611203","2017-06-01","43","4728","0"
"5103403","5","5611205","2017-06-01","51","9","1"
"1100205","5","5611205","2017-07-01","11","8","1"
"1302603","5","5611204","2017-07-01","13","140","1"
"1302603","5","5611205","2017-07-01","13","8","1"
"1721000","5","5611204","2017-07-01","17","179","1"
"5002704","5","5611204","2017-05-01","50","329","1"
"1302603","5","5611205","2017-06-01","13","11","0"
"2304400","5","5611201","2017-06-01","23","5086","0"
"3550308","5","5611201","2021-09-01","35","24871","0"
"5103403","5","5611201","2021-09-01","51","1220","1"
"5300108","5","5611201","2021-09-01","53","8724","0"
"3205309","5","5611204","2017-08-01","32","144","1"
"1100205","5","5611205","2017-09-01","11","8","1"
"1302603","5","5611201","2017-09-01","13","2265","0"
"1721000","5","5611204","2017-09-01","17","188","1"
"2408102","5","5611203","2017-09-01","24","649","1"
"2408102","5","5611205","2017-09-01","24","10","0"
"2304400","5","5611201","2019-10-01","23","1820","1"
"2408102","5","5611203","2019-10-01","24","1001","1"
"2507507","5","5611203","2019-10-01","25","1264","0"
"2611606","5","5611204","2019-10-01","26","528","1"
"2704302","5","5611201","2019-10-01","27","1591","0"
"2927408","5","5611201","2019-10-01","29","5615","0"
"2927408","5","5611204","2019-10-01","29","1198","0"
"4106902","5","5611204","2019-10-01","41","711","1"
"2611606","5","5611203","2017-04-01","26","3806","0"
"3106200","5","5611203","2017-04-01","31","7180","0"
"3205309","5","5611201","2017-04-01","32","76","1"
"3304557","5","5611205","2017-04-01","33","80","1"
"1302603","5","5611204","2017-05-01","13","346","0"
"2211001","5","5611204","2017-05-01","22","425","0"
"5300108","5","5611201","2020-11-01","53","3018","1"
"2111300","5","5611204","2020-12-01","21","433","1"
"3550308","5","5611205","2021-10-01","35","1839","1"
"4314902","5","5611204","2021-10-01","43","715","1"
"5002704","5","5611204","2021-10-01","50","243","0"
"2704302","5","5611204","2021-11-01","27","315","1"
"2211001","5","5611205","2021-03-01","22","88","1"
"2408102","5","5611203","2021-03-01","24","1361","1"
"2507507","5","5611201","2021-03-01","25","1540","0"
"3205309","5","5611204","2021-03-01","32","277","0"
"3205309","5","5611205","2021-03-01","32","46","0"
"3304557","5","5611205","2021-03-01","33","1127","1"
"2606200","5","5611204","2022-04-01","26","66","1"
"2704302","5","5611204","2022-04-01","27","267","0"
"1100205","5","5611205","2020-02-01","11","11","0"
"1400100","5","5611203","2020-02-01","14","831","0"
"2304400","5","5611201","2020-02-01","23","2180","1"
"2304400","5","5611203","2020-02-01","23","4158","0"
"2304400","5","5611204","2020-02-01","23","604","0"
"3106200","5","5611204","2020-02-01","31","2400","1"
"4205407","5","5611205","2020-02-01","42","48","1"
"4205407","5","5611203","2020-10-01","42","2497","0"
"5107206","5","5611205","2020-10-01","51","2","1"
"5300108","5","5611201","2020-10-01","53","8522","0"
"1600303","5","5611201","2020-11-01","16","728","0"
"2211001","5","5611205","2020-11-01","22","77","1"
"3106200","5","5611203","2020-11-01","31","6793","0"
"3106200","5","5611203","2020-11-01","31","3871","1"
"2704302","5","5611205","2018-12-01","27","9","0"
"4314902","5","5611201","2020-04-01","43","745","1"
"1100205","5","5611205","2020-05-01","11","23","1"
"2111300","5","5611203","2020-05-01","21","971","1"
"2211001","5","5611203","2020-05-01","22","651","1"
"2927408","5","5611204","2020-05-01","29","1589","1"
"4106902","5","5611201","2020-05-01","41","5845","0"
"2111300","5","5611204","2021-04-01","21","452","1"
"2704302","5","5611201","2021-04-01","27","1374","1"
"2704302","5","5611204","2021-04-01","27","304","1"
"3304557","5","5611205","2019-11-01","33","350","1"
"2408102","5","5611205","2019-08-01","24","20","1"
"2704302","5","5611201","2019-08-01","27","1567","0"
"1721000","5","5611205","2019-09-01","17","7","0"
"2927408","5","5611205","2018-04-01","29","33","0"
"5300108","5","5611201","2018-04-01","53","1183","1"
"3205309","5","5611201","2020-12-01","32","364","1"
"4106902","5","5611203","2020-12-01","41","6228","0"
"1721000","5","5611205","2021-01-01","17","22","0"
"5107206","5","5611203","2021-05-01","51","6","1"
"1100205","5","5611201","2021-06-01","11","715","1"
"2704302","5","5611201","2019-04-01","27","1536","0"
"3205309","5","5611203","2019-04-01","32","1197","0"
"1100205","5","5611205","2019-05-01","11","8","0"
"2800308","5","5611201","2019-02-01","28","993","0"
"3106200","5","5611201","2019-02-01","31","6521","0"
"5002704","5","5611205","2019-02-01","50","22","0"
"2606200","5","5611201","2019-03-01","26","24","1"
"1400100","5","5611203","2020-04-01","14","438","1"
"2606200","5","5611205","2020-04-01","26","6","1"
"2800308","5","5611201","2020-04-01","28","1050","0"
"2927408","5","5611201","2020-04-01","29","2863","1"
"5002704","5","5611204","2020-05-01","50","266","0"
"5300108","5","5611201","2020-05-01","53","8355","0"
"1721000","5","5611205","2020-06-01","17","14","0"
"2704302","5","5611205","2020-06-01","27","19","0"
"3304557","5","5611201","2022-02-01","33","11280","0"
"3550308","5","5611204","2022-02-01","35","4865","0"
"5103403","5","5611203","2019-06-01","51","937","1"
"1100205","5","5611205","2019-07-01","11","8","0"
"1302603","5","5611201","2019-07-01","13","1220","1"
"2507507","5","5611204","2022-01-01","25","216","1"
"2611606","5","5611203","2022-01-01","26","3600","1"
"2611606","5","5611204","2022-01-01","26","664","1"
"2704302","5","5611204","2022-01-01","27","269","0"
"4106902","5","5611204","2022-01-01","41","858","1"
"2606200","5","5611203","2017-10-01","26","79","0"
"2800308","5","5611201","2017-10-01","28","173","1"
"2800308","5","5611204","2017-10-01","28","199","0"
"4106902","5","5611204","2017-10-01","41","499","1"
"1721000","5","5611205","2017-11-01","17","5","0"
"4314902","5","5611201","2021-06-01","43","5158","0"
"5103403","5","5611205","2021-06-01","51","49","0"
"1100205","5","5611204","2021-07-01","11","168","0"
"1600303","5","5611205","2021-07-01","16","65","1"
"2507507","5","5611205","2021-07-01","25","93","1"
"4205407","5","5611204","2022-04-01","42","345","1"
"2408102","5","5611205","2022-05-01","24","112","1"
"2611606","5","5611204","2022-05-01","26","474","0"
"2704302","5","5611203","2022-05-01","27","2464","1"
"3106200","5","5611205","2018-08-01","31","78","1"
"3304557","5","5611201","2018-08-01","33","10113","0"
"3304557","5","5611205","2018-08-01","33","108","1"
"5002704","5","5611201","2018-08-01","50","463","1"
"1600303","5","5611205","2018-09-01","16","8","0"
"2211001","5","5611205","2018-09-01","22","6","0"
"2507507","5","5611203","2018-09-01","25","1229","0"
"3205309","5","5611203","2018-09-01","32","1173","0"
"4314902","5","5611204","2018-09-01","43","989","0"
"5107206","5","5611204","2018-09-01","51","1","1"
"5300108","5","5611204","2018-09-01","53","2318","0"
"1600303","5","5611205","2018-10-01","16","1","1"
"2507507","5","5611204","2018-10-01","25","141","1"
