"codigo_ibge","categoria","cod_cnae","ano_atividade","cod_uf","ativas","mei"
"5002704","5","5611205","2020-11-01","50","85","1"
"1302603","5","5611203","2020-12-01","13","2464","1"
"1400100","5","5611204","2020-12-01","14","244","0"
"1600303","5","5611204","2020-12-01","16","177","1"
"2211001","5","5611204","2020-12-01","22","323","1"
"2211001","5","5611205","2020-12-01","22","80","1"
"3550308","5","5611201","2021-10-01","35","24869","0"
"5103403","5","5611205","2021-10-01","51","118","1"
"2800308","5","5611201","2021-11-01","28","1418","1"
"2111300","5","5611203","2021-03-01","21","1299","0"
"2304400","5","5611204","2021-03-01","23","547","0"
"5107206","5","5611205","2021-03-01","51","1","0"
"5107206","5","5611201","2020-01-01","51","4","0"
"1600303","5","5611205","2020-02-01","16","18","0"
"2507507","5","5611205","2020-02-01","25","39","1"
"2606200","5","5611205","2020-02-01","26","2","0"
"2611606","5","5611205","2020-02-01","26","84","1"
"2408102","5","5611205","2022-04-01","24","48","0"
"4106902","5","5611201","2020-10-01","41","1277","1"
"4106902","5","5611204","2020-10-01","41","786","1"
"4205407","5","5611204","2020-10-01","42","609","0"
"1721000","5","5611203","2020-11-01","17","545","0"
"2304400","5","5611201","2020-11-01","23","5410","0"
"2704302","5","5611205","2020-11-01","27","26","0"
"3304557","5","5611203","2018-11-01","33","7238","1"
"4106902","5","5611203","2018-11-01","41","1169","1"
"1100205","5","5611204","2018-12-01","11","183","0"
"1302603","5","5611203","2018-12-01","13","1175","1"
"1600303","5","5611205","2018-12-01","16","10","0"
"2111300","5","5611201","2018-12-01","21","1805","0"
"2304400","5","5611203","2018-12-01","23","4073","0"
"2611606","5","5611204","2018-12-01","26","561","0"
"5103403","5","5611205","2020-04-01","51","54","1"
"2304400","5","5611201","2020-05-01","23","2484","1"
"2606200","5","5611205","2020-05-01","26","6","1"
"1302603","5","5611201","2021-04-01","13","2632","0"
"3106200","5","5611203","2021-04-01","31","6692","0"
"1721000","5","5611203","2019-11-01","17","539","0"
"2704302","5","5611203","2019-11-01","27","1292","1"
"3304557","5","5611205","2019-11-01","33","126","0"
"4106902","5","5611201","2019-08-01","41","717","1"
"5300108","5","5611203","2019-08-01","53","3526","1"
"3205309","5","5611205","2018-04-01","32","8","1"
"3106200","5","5611203","2021-06-01","31","6634","0"
"5103403","5","5611201","2020-12-01","51","925","1"
"1100205","5","5611204","2021-01-01","11","170","0"
"2800308","5","5611205","2019-04-01","28","5","1"
"3106200","5","5611203","2019-04-01","31","6718","0"
"5002704","5","5611204","2019-04-01","50","299","0"
"1400100","5","5611201","2019-05-01","14","324","1"
"1600303","5","5611203","2019-05-01","16","289","1"
"2507507","5","5611204","2019-05-01","25","168","1"
"2800308","5","5611203","2019-02-01","28","920","0"
"3550308","5","5611201","2019-02-01","35","22331","0"
"4106902","5","5611201","2019-02-01","41","5597","0"
"4106902","5","5611203","2019-02-01","41","1249","1"
"1302603","5","5611205","2019-03-01","13","15","1"
"2111300","5","5611205","2019-03-01","21","46","1"
"2211001","5","5611203","2019-03-01","22","458","1"
"2507507","5","5611201","2020-04-01","25","1472","0"
"2606200","5","5611203","2020-04-01","26","58","0"
"4106902","5","5611205","2020-04-01","41","68","1"
"4205407","5","5611204","2020-05-01","42","272","1"
"4205407","5","5611205","2020-05-01","42","52","1"
"1302603","5","5611203","2020-06-01","13","2098","1"
"2507507","5","5611204","2020-06-01","25","240","0"
"2606200","5","5611203","2020-06-01","26","58","0"
"1100205","5","5611205","2022-02-01","11","98","1"
"1400100","5","5611203","2022-02-01","14","632","1"
"2800308","5","5611201","2022-02-01","28","1466","1"
"4106902","5","5611203","2022-02-01","41","2656","1"
"4314902","5","5611201","2022-02-01","43","5122","0"
"2606200","5","5611203","2019-06-01","26","79","1"
"2704302","5","5611203","2019-06-01","27","1649","0"
"2704302","5","5611204","2019-06-01","27","295","0"
"2927408","5","5611205","2019-06-01","29","58","0"
"3304557","5","5611205","2019-06-01","33","166","1"
"2211001","5","5611201","2019-07-01","22","465","1"
"2211001","5","5611201","2022-01-01","22","1324","1"
"2507507","5","5611205","2022-01-01","25","137","1"
"3205309","5","5611204","2022-01-01","32","277","1"
"2704302","5","5611201","2017-10-01","27","1621","0"
"2927408","5","5611203","2017-10-01","29","4642","0"
"3106200","5","5611204","2017-10-01","31","2983","0"
"4106902","5","5611203","2017-10-01","41","877","1"
"1302603","5","5611204","2017-11-01","13","349","0"
"2211001","5","5611204","2017-11-01","22","432","0"
"5300108","5","5611201","2021-06-01","53","3696","1"
"1721000","5","5611205","2021-07-01","17","109","1"
"2304400","5","5611204","2021-07-01","23","526","0"
"2700805","5","5611201","2021-07-01","27","1","0"
"5002704","5","5611203","2022-04-01","50","2301","1"
"3106200","5","5611205","2022-05-01","31","290","0"
"3304557","5","5611201","2022-05-01","33","11202","0"
"5300108","5","5611204","2018-08-01","53","1175","1"
"1600303","5","5611205","2018-09-01","16","1","1"
"1721000","5","5611201","2018-09-01","17","649","0"
"2211001","5","5611201","2018-09-01","22","1331","0"
"2408102","5","5611201","2018-09-01","24","1989","0"
"2111300","5","5611203","2018-10-01","21","643","1"
"2704302","5","5611205","2018-10-01","27","9","0"
"2800308","5","5611203","2018-10-01","28","906","0"
"3205309","5","5611201","2018-06-01","32","1187","0"
"4205407","5","5611204","2018-06-01","42","629","0"
"5103403","5","5611201","2018-06-01","51","317","1"
"2507507","5","5611201","2018-07-01","25","1268","0"
"2611606","5","5611203","2018-07-01","26","3422","0"
"2800308","5","5611205","2018-07-01","28","5","0"
"5300108","5","5611204","2017-11-01","53","1042","1"
"1100205","5","5611204","2017-12-01","11","266","0"
"2606200","5","5611201","2018-02-01","26","21","1"
"2611606","5","5611203","2018-02-01","26","1383","1"
"3304557","5","5611203","2018-02-01","33","5964","1"
"4106902","5","5611204","2018-02-01","41","525","1"
"4314902","5","5611204","2018-02-01","43","386","1"
"5107206","5","5611201","2018-02-01","51","4","0"
"5300108","5","5611201","2018-02-01","53","7580","0"
"5300108","5","5611203","2018-02-01","53","2539","1"
"5300108","5","5611204","2018-02-01","53","2315","0"
"2111300","5","5611203","2018-03-01","21","1122","0"
"4314902","5","5611201","2018-01-01","43","5043","0"
"4314902","5","5611204","2018-01-01","43","379","1"
"5300108","5","5611205","2018-01-01","53","63","1"
"1400100","5","5611205","2018-02-01","14","11","1"
"2507507","5","5611205","2018-02-01","25","10","0"
"4314902","5","5611203","2020-02-01","43","1139","1"
"1400100","5","5611201","2020-03-01","14","429","1"
"1600303","5","5611204","2020-03-01","16","169","1"
"2606200","5","5611203","2020-03-01","26","58","0"
"2507507","5","5611201","2017-09-01","25","1266","0"
"2507507","5","5611204","2017-09-01","25","284","0"
"2800308","5","5611201","2017-09-01","28","169","1"
"3106200","5","5611205","2017-09-01","31","76","0"
"4314902","5","5611204","2017-09-01","43","1131","0"
"1400100","5","5611204","2017-10-01","14","340","0"
"3304557","5","5611203","2021-01-01","33","13003","0"
"5103403","5","5611201","2020-08-01","51","2117","0"
"1600303","5","5611204","2020-09-01","16","159","0"
"2606200","5","5611201","2020-09-01","26","94","0"
"3106200","5","5611201","2020-09-01","31","6861","0"
"1600303","5","5611205","2020-07-01","16","31","1"
"2611606","5","5611205","2019-05-01","26","16","0"
"3304557","5","5611204","2019-05-01","33","3322","0"
"1100205","5","5611205","2019-06-01","11","8","0"
"1600303","5","5611204","2019-06-01","16","163","0"
"1600303","5","5611205","2019-06-01","16","14","0"
"2111300","5","5611201","2019-06-01","21","1828","0"
"2408102","5","5611201","2017-03-01","24","1943","0"
"2408102","5","5611203","2017-03-01","24","1569","0"
"3205309","5","5611205","2017-03-01","32","8","1"
"5103403","5","5611205","2017-03-01","51","8","0"
"1400100","5","5611205","2017-04-01","14","7","1"
"1100205","5","5611204","2022-03-01","11","162","0"
"2304400","5","5611201","2022-03-01","23","4526","1"
"4205407","5","5611203","2022-03-01","42","1503","1"
"2800308","5","5611204","2019-03-01","28","177","0"
"2111300","5","5611204","2019-04-01","21","369","1"
"4106902","5","5611201","2022-10-01","41","2168","1"
"4314902","5","5611204","2022-10-01","43","877","0"
"5103403","5","5611201","2022-10-01","51","1409","1"
"2507507","5","5611204","2022-10-01","25","231","1"
"2700805","5","5611203","2022-10-01","27","1","0"
"5300108","5","5611204","2020-09-01","53","2139","0"
"2111300","5","5611205","2020-10-01","21","66","0"
"3205309","5","5611201","2022-09-01","32","530","1"
"4314902","5","5611203","2022-09-01","43","2059","1"
"5002704","5","5611203","2022-09-01","50","2405","1"
"5103403","5","5611205","2022-09-01","51","144","1"
"1400100","5","5611201","2017-01-01","14","753","0"
"2408102","5","5611205","2017-01-01","24","10","1"
"2800308","5","5611204","2017-01-01","28","69","1"
"3550308","5","5611205","2017-01-01","35","109","0"
"4106902","5","5611204","2017-01-01","41","412","1"
"5107206","5","5611204","2017-01-01","51","1","1"
"5103403","5","5611201","2022-06-01","51","1377","1"
"5103403","5","5611203","2022-06-01","51","1778","1"
"1600303","5","5611201","2022-07-01","16","759","0"
"2507507","5","5611204","2017-07-01","25","105","1"
"2606200","5","5611201","2017-07-01","26","125","0"
"5103403","5","5611201","2017-07-01","51","220","1"
"1600303","5","5611203","2017-08-01","16","198","1"
"5300108","5","5611204","2019-11-01","53","2219","0"
"1400100","5","5611205","2019-12-01","14","34","0"
"2211001","5","5611205","2019-12-01","22","13","0"
"2704302","5","5611204","2019-12-01","27","291","0"
"3205309","5","5611201","2019-12-01","32","221","1"
"3550308","5","5611205","2019-12-01","35","515","1"
"4314902","5","5611205","2019-12-01","43","33","1"
"5002704","5","5611204","2019-12-01","50","273","0"
"5103403","5","5611204","2019-12-01","51","253","0"
"2927408","5","5611204","2019-01-01","29","1389","1"
"4106902","5","5611205","2019-01-01","41","61","0"
"4205407","5","5611205","2019-01-01","42","20","1"
"2704302","5","5611201","2019-02-01","27","535","1"
"2927408","5","5611201","2019-07-01","29","5619","0"
"4106902","5","5611204","2019-07-01","41","687","1"
"1400100","5","5611203","2019-08-01","14","844","0"
"3106200","5","5611205","2018-05-01","31","68","1"
"3550308","5","5611205","2018-05-01","35","135","0"
"4106902","5","5611203","2018-05-01","41","5877","0"
"5300108","5","5611205","2018-05-01","53","77","1"
"1100205","5","5611204","2018-06-01","11","181","0"
"1302603","5","5611203","2018-06-01","13","1020","1"
"1600303","5","5611201","2018-06-01","16","230","1"
"2507507","5","5611203","2018-06-01","25","1216","0"
"2704302","5","5611201","2018-06-01","27","1509","0"
"2927408","5","5611201","2018-07-01","29","1569","1"
"2927408","5","5611203","2018-07-01","29","1598","1"
"1100205","5","5611201","2018-08-01","11","1180","0"
"1721000","5","5611204","2018-08-01","17","224","1"
"2700805","5","5611201","2018-08-01","27","1","1"
"2111300","5","5611203","2017-02-01","21","476","1"
"2704302","5","5611203","2017-02-01","27","1802","0"
"5002704","5","5611201","2017-02-01","50","285","1"
"4205407","5","5611204","2020-07-01","42","625","0"
"1100205","5","5611204","2021-08-01","11","166","0"
"1302603","5","5611203","2021-08-01","13","2501","0"
"2704302","5","5611203","2021-08-01","27","1685","0"
"2800308","5","5611204","2021-08-01","28","185","1"
"2927408","5","5611203","2021-08-01","29","3396","1"
"3550308","5","5611201","2021-11-01","35","18299","1"
"4314902","5","5611204","2021-11-01","43","918","0"
"5103403","5","5611205","2021-11-01","51","54","0"
"1100205","5","5611204","2021-12-01","11","164","0"
"2606200","5","5611201","2019-09-01","26","102","0"
"2611606","5","5611204","2019-09-01","26","521","1"
"2800308","5","5611204","2019-09-01","28","128","1"
"2927408","5","5611203","2019-09-01","29","3919","0"
"3106200","5","5611201","2019-09-01","31","6653","0"
"3304557","5","5611205","2019-09-01","33","257","1"
"2927408","5","5611204","2018-12-01","29","1276","0"
"3304557","5","5611201","2018-12-01","33","10339","0"
"1302603","5","5611204","2019-01-01","13","226","1"
"1600303","5","5611203","2019-01-01","16","495","0"
"2304400","5","5611201","2019-01-01","23","1348","1"
"2611606","5","5611204","2019-01-01","26","558","0"
"2507507","5","5611203","2021-02-01","25","1321","0"
"2611606","5","5611201","2021-02-01","26","2132","1"
"3106200","5","5611203","2021-02-01","31","4070","1"
"3205309","5","5611205","2021-02-01","32","53","1"
"4106902","5","5611201","2021-02-01","41","5986","0"
"4205407","5","5611204","2021-02-01","42","609","0"
"2111300","5","5611205","2021-09-01","21","90","0"
"2304400","5","5611201","2021-09-01","23","4154","1"
"2606200","5","5611203","2021-09-01","26","55","0"
"2211001","5","5611201","2020-01-01","22","1453","0"
"2606200","5","5611201","2020-01-01","26","29","1"
"3205309","5","5611205","2020-01-01","32","29","0"
"3550308","5","5611205","2020-01-01","35","573","1"
"5103403","5","5611203","2022-05-01","51","1766","1"
"2704302","5","5611201","2022-06-01","27","1884","1"
"2700805","5","5611201","2018-03-01","27","1","1"
"4106902","5","5611203","2018-03-01","41","974","1"
"1100205","5","5611203","2018-04-01","11","867","0"
"2111300","5","5611203","2018-04-01","21","1119","0"
"3304557","5","5611204","2022-07-01","33","3149","0"
"3304557","5","5611205","2022-07-01","33","234","0"
"1100205","5","5611201","2022-08-01","11","1150","0"
"2700805","5","5611201","2022-08-01","27","1","1"
"1400100","5","5611203","2021-05-01","14","557","1"
"2507507","5","5611204","2021-05-01","25","204","1"
"2700805","5","5611201","2021-05-01","27","1","0"
"3106200","5","5611204","2021-05-01","31","2130","0"
"2700805","5","5611201","2021-12-01","27","1","0"
"2704302","5","5611201","2021-12-01","27","1729","0"
"5002704","5","5611201","2021-12-01","50","1829","1"
"1400100","5","5611204","2022-01-01","14","263","1"
"5103403","5","5611204","2018-10-01","51","265","0"
"1302603","5","5611203","2018-11-01","13","1165","1"
"1600303","5","5611204","2018-11-01","16","170","0"
"2211001","5","5611201","2018-11-01","22","361","1"
"2507507","5","5611204","2018-11-01","25","258","0"
"2606200","5","5611204","2018-11-01","26","25","0"
"2927408","5","5611204","2022-08-01","29","1036","0"
"5103403","5","5611204","2022-08-01","51","236","0"
"1400100","5","5611203","2022-09-01","14","808","0"
"1600303","5","5611201","2022-09-01","16","853","1"
"2800308","5","5611203","2017-06-01","28","898","0"
"2927408","5","5611205","2017-06-01","29","24","0"
"3205309","5","5611205","2017-06-01","32","9","0"
"5103403","5","5611201","2017-06-01","51","211","1"
"5002704","5","5611205","2017-05-01","50","14","0"
"5103403","5","5611204","2017-05-01","51","329","0"
"1600303","5","5611203","2017-06-01","16","194","1"
"2211001","5","5611201","2017-06-01","22","1335","0"
"2211001","5","5611205","2017-06-01","22","11","1"
"4205407","5","5611201","2021-09-01","42","1043","1"
"1721000","5","5611204","2021-10-01","17","284","1"
"2927408","5","5611204","2021-10-01","29","1781","1"
"2507507","5","5611205","2017-08-01","25","5","1"
"1302603","5","5611204","2017-09-01","13","144","1"
"1302603","5","5611205","2017-09-01","13","9","1"
"2408102","5","5611201","2017-09-01","24","286","1"
"3205309","5","5611201","2019-10-01","32","204","1"
"5300108","5","5611203","2019-10-01","53","8194","0"
"2211001","5","5611204","2017-04-01","22","214","1"
"2408102","5","5611204","2017-04-01","24","393","0"
"2800308","5","5611205","2017-04-01","28","4","0"
"4205407","5","5611201","2017-04-01","42","134","1"
"5002704","5","5611201","2017-04-01","50","294","1"
"5103403","5","5611203","2017-04-01","51","552","1"
"1100205","5","5611201","2017-05-01","11","1303","0"
"1100205","5","5611201","2017-05-01","11","167","1"
"1400100","5","5611204","2017-05-01","14","331","0"
"2111300","5","5611203","2017-05-01","21","1329","0"
"2211001","5","5611203","2017-05-01","22","315","1"
"3205309","5","5611203","2020-11-01","32","1200","0"
"4314902","5","5611204","2020-11-01","43","643","1"
"5103403","5","5611203","2020-11-01","51","1542","0"
"5300108","5","5611201","2020-11-01","53","8559","0"
"2507507","5","5611204","2020-12-01","25","197","1"
"4106902","5","5611204","2021-10-01","41","1622","0"
"4314902","5","5611201","2021-10-01","43","5144","0"
"2611606","5","5611205","2021-11-01","26","37","0"
"2700805","5","5611203","2021-11-01","27","1","0"
"2704302","5","5611204","2021-03-01","27","302","1"
"2927408","5","5611201","2021-03-01","29","4226","1"
"4205407","5","5611205","2021-03-01","42","112","1"
"5103403","5","5611204","2021-03-01","51","239","0"
"1100205","5","5611203","2020-02-01","11","429","1"
"3304557","5","5611201","2020-02-01","33","10939","0"
"4314902","5","5611204","2022-03-01","43","746","1"
"1600303","5","5611204","2022-04-01","16","189","1"
"1100205","5","5611203","2020-11-01","11","539","1"
"1600303","5","5611205","2020-11-01","16","42","1"
"1721000","5","5611205","2020-11-01","17","19","0"
"2304400","5","5611205","2020-11-01","23","242","1"
"5107206","5","5611203","2018-11-01","51","3","0"
"1100205","5","5611201","2018-12-01","11","1195","0"
"2111300","5","5611205","2018-12-01","21","27","0"
"2211001","5","5611203","2018-12-01","22","436","1"
"2700805","5","5611201","2018-12-01","27","1","1"
"2800308","5","5611201","2018-12-01","28","994","0"
"5002704","5","5611203","2020-04-01","50","1335","0"
"5103403","5","5611203","2020-04-01","51","1515","0"
"2304400","5","5611201","2020-05-01","23","5293","0"
"3106200","5","5611205","2020-05-01","31","329","1"
"4106902","5","5611201","2020-05-01","41","1033","1"
"2704302","5","5611205","2021-04-01","27","30","0"
"4314902","5","5611203","2021-04-01","43","4502","0"
"1721000","5","5611205","2019-11-01","17","55","1"
"2800308","5","5611203","2019-11-01","28","985","0"
"5107206","5","5611201","2019-08-01","51","2","1"
"1721000","5","5611201","2019-09-01","17","273","1"
"4314902","5","5611201","2018-04-01","43","4971","0"
"1600303","5","5611203","2018-05-01","16","222","1"
"1721000","5","5611205","2018-05-01","17","5","0"
"2111300","5","5611204","2018-05-01","21","298","0"
"5002704","5","5611204","2021-05-01","50","519","1"
"1400100","5","5611203","2021-06-01","14","562","1"
"2606200","5","5611201","2021-06-01","26","94","0"
"2800308","5","5611205","2021-06-01","28","46","1"
"3304557","5","5611203","2021-06-01","33","13058","0"
"3550308","5","5611205","2021-06-01","35","1534","1"
"1100205","5","5611204","2021-01-01","11","193","1"
"1100205","5","5611205","2021-01-01","11","18","0"
"2704302","5","5611201","2019-04-01","27","563","1"
"2704302","5","5611204","2019-04-01","27","294","0"
"2927408","5","5611204","2019-04-01","29","1255","0"
"3205309","5","5611203","2019-04-01","32","408","1"
"4106902","5","5611203","2019-04-01","41","6010","0"
"5103403","5","5611204","2019-04-01","51","260","0"
"5300108","5","5611205","2019-04-01","53","105","1"
"1100205","5","5611204","2019-05-01","11","187","0"
"2111300","5","5611201","2019-05-01","21","1818","0"
"2111300","5","5611203","2019-05-01","21","723","1"
"2507507","5","5611205","2019-05-01","25","22","0"
"4314902","5","5611204","2019-02-01","43","995","0"
"1400100","5","5611205","2019-03-01","14","14","0"
"1721000","5","5611201","2019-03-01","17","678","0"
"2211001","5","5611201","2019-03-01","22","401","1"
"2507507","5","5611205","2019-03-01","25","20","0"
"2611606","5","5611203","2020-04-01","26","2379","1"
"2927408","5","5611201","2020-04-01","29","5643","0"
"3304557","5","5611203","2020-04-01","33","12685","0"
"3550308","5","5611201","2020-04-01","35","9278","1"
"5300108","5","5611204","2020-05-01","53","1427","1"
"1302603","5","5611205","2020-06-01","13","100","1"
"1400100","5","5611204","2020-06-01","14","236","1"
"2507507","5","5611205","2020-06-01","25","37","0"
"2111300","5","5611203","2022-02-01","21","1547","1"
"2408102","5","5611205","2022-02-01","24","104","1"
"2606200","5","5611203","2022-02-01","26","49","0"
"2800308","5","5611204","2019-06-01","28","175","0"
"3106200","5","5611203","2019-06-01","31","6713","0"
"4205407","5","5611203","2019-06-01","42","736","1"
"1600303","5","5611201","2019-07-01","16","709","0"
"2408102","5","5611201","2022-01-01","24","1249","1"
"2408102","5","5611205","2022-01-01","24","52","0"
"2927408","5","5611203","2017-10-01","29","1379","1"
"3550308","5","5611203","2017-10-01","35","40634","0"
"5002704","5","5611201","2017-10-01","50","1607","0"
"1400100","5","5611201","2017-11-01","14","219","1"
"5300108","5","5611203","2021-06-01","53","5169","1"
"1400100","5","5611204","2021-07-01","14","243","0"
"2408102","5","5611204","2021-07-01","24","287","0"
"2408102","5","5611205","2021-07-01","24","50","0"
"2611606","5","5611201","2021-07-01","26","2469","1"
"5300108","5","5611201","2022-04-01","53","8714","0"
"2211001","5","5611201","2022-05-01","22","1554","0"
"2611606","5","5611203","2022-05-01","26","3740","1"
"2704302","5","5611204","2022-05-01","27","266","0"
"1100205","5","5611201","2018-09-01","11","1178","0"
"2111300","5","5611201","2018-09-01","21","452","1"
"2211001","5","5611201","2018-09-01","22","345","1"
"2704302","5","5611205","2018-09-01","27","9","0"
"3304557","5","5611203","2018-09-01","33","6955","1"
"3550308","5","5611204","2018-09-01","35","5102","0"
"2211001","5","5611201","2018-10-01","22","1339","0"
"2211001","5","5611203","2018-10-01","22","1064","0"
"2304400","5","5611201","2018-10-01","23","4926","0"
"2507507","5","5611201","2018-10-01","25","369","1"
"3205309","5","5611205","2018-06-01","32","8","1"
"4314902","5","5611204","2018-06-01","43","425","1"
"5300108","5","5611201","2018-06-01","53","7710","0"
"2606200","5","5611204","2017-11-01","26","46","1"
"2611606","5","5611201","2017-11-01","26","527","1"
"2927408","5","5611205","2017-11-01","29","59","1"
"4106902","5","5611203","2017-11-01","41","6100","0"
"2800308","5","5611205","2018-02-01","28","5","0"
"1100205","5","5611203","2018-03-01","11","273","1"
"1600303","5","5611204","2018-03-01","16","175","0"
"2927408","5","5611205","2018-01-01","29","30","0"
"3304557","5","5611204","2018-01-01","33","2932","1"
"5107206","5","5611204","2018-01-01","51","1","1"
"1400100","5","5611203","2020-03-01","14","424","1"
"1400100","5","5611204","2020-03-01","14","230","1"
"2704302","5","5611203","2020-03-01","27","1395","1"
"2800308","5","5611205","2020-03-01","28","14","0"
"4205407","5","5611204","2020-03-01","42","629","0"
"2800308","5","5611201","2017-09-01","28","1045","0"
"3106200","5","5611205","2017-09-01","31","59","1"
"3304557","5","5611201","2017-09-01","33","2783","1"
"5002704","5","5611204","2017-09-01","50","350","1"
"5300108","5","5611203","2017-09-01","53","2388","1"
"2111300","5","5611204","2017-10-01","21","399","0"
"3304557","5","5611201","2021-01-01","33","10671","1"
"4205407","5","5611205","2021-01-01","42","90","0"
"4314902","5","5611203","2021-01-01","43","1486","1"
"5002704","5","5611201","2021-01-01","50","1330","1"
"5103403","5","5611201","2021-01-01","51","2127","0"
"1100205","5","5611201","2021-02-01","11","1217","0"
"1100205","5","5611203","2021-02-01","11","587","1"
"5107206","5","5611201","2020-08-01","51","4","0"
"5300108","5","5611204","2020-08-01","53","2143","0"
"2111300","5","5611203","2020-07-01","21","1266","0"
"2800308","5","5611204","2020-07-01","28","171","0"
"2927408","5","5611201","2020-07-01","29","3213","1"
"3205309","5","5611204","2020-07-01","32","288","0"
"2611606","5","5611201","2019-05-01","26","3782","0"
"2611606","5","5611203","2019-05-01","26","1850","1"
"2704302","5","5611204","2019-05-01","27","260","1"
"3304557","5","5611203","2019-05-01","33","12448","0"
"3304557","5","5611204","2019-05-01","33","3708","1"
"4314902","5","5611203","2019-05-01","43","4459","0"
"5300108","5","5611204","2019-05-01","53","2297","0"
"1302603","5","5611205","2019-06-01","13","26","1"
"2211001","5","5611201","2017-03-01","22","1306","0"
"2800308","5","5611201","2017-03-01","28","147","1"
"3106200","5","5611205","2017-03-01","31","69","0"
"3550308","5","5611205","2017-03-01","35","122","1"
"5103403","5","5611205","2017-03-01","51","9","1"
"1721000","5","5611205","2022-03-01","17","135","1"
"2211001","5","5611204","2022-03-01","22","363","1"
"3106200","5","5611201","2022-03-01","31","4936","1"
"4314902","5","5611201","2019-03-01","43","442","1"
"5103403","5","5611201","2019-03-01","51","424","1"
"5103403","5","5611205","2019-03-01","51","14","1"
"1600303","5","5611205","2019-04-01","16","11","0"
"2408102","5","5611205","2022-10-01","24","51","0"
"2507507","5","5611203","2022-10-01","25","1811","1"
"2927408","5","5611201","2022-10-01","29","5339","0"
"3304557","5","5611204","2020-09-01","33","4199","1"
"1721000","5","5611203","2020-10-01","17","525","1"
"2211001","5","5611201","2020-10-01","22","840","1"
"2606200","5","5611203","2020-10-01","26","57","0"
"2704302","5","5611201","2020-10-01","27","1668","0"
"3304557","5","5611201","2022-09-01","33","15164","1"
"1302603","5","5611204","2022-10-01","13","270","0"
"1302603","5","5611205","2022-10-01","13","56","0"
"2507507","5","5611201","2017-01-01","25","1229","0"
"2507507","5","5611203","2017-01-01","25","1296","0"
"2927408","5","5611201","2017-01-01","29","1068","1"
"3304557","5","5611204","2017-01-01","33","2459","1"
"3550308","5","5611204","2017-01-01","35","6010","0"
"4314902","5","5611204","2017-01-01","43","287","1"
"5002704","5","5611201","2022-06-01","50","1960","1"
"2507507","5","5611203","2017-07-01","25","532","1"
"2611606","5","5611201","2017-07-01","26","474","1"
"1100205","5","5611203","2017-08-01","11","1073","0"
"2304400","5","5611204","2017-08-01","23","827","1"
"2927408","5","5611201","2019-01-01","29","1802","1"
"3106200","5","5611201","2019-01-01","31","1722","1"
"4205407","5","5611201","2019-01-01","42","306","1"
"4314902","5","5611205","2019-01-01","43","14","1"
"5103403","5","5611201","2019-01-01","51","398","1"
"1100205","5","5611204","2019-02-01","11","165","1"
"1302603","5","5611204","2019-02-01","13","290","0"
"1721000","5","5611203","2019-02-01","17","363","1"
"1600303","5","5611203","2019-12-01","16","507","0"
"2211001","5","5611201","2019-12-01","22","552","1"
"2507507","5","5611201","2019-12-01","25","610","1"
"2700805","5","5611201","2019-12-01","27","1","0"
"4205407","5","5611205","2019-12-01","42","60","0"
"4314902","5","5611204","2019-12-01","43","571","1"
"3106200","5","5611204","2019-07-01","31","2362","0"
"4314902","5","5611205","2019-07-01","43","34","0"
"1302603","5","5611204","2019-08-01","13","260","1"
"4205407","5","5611204","2018-05-01","42","625","0"
"1100205","5","5611203","2018-06-01","11","284","1"
"1400100","5","5611204","2018-06-01","14","199","1"
"2408102","5","5611204","2018-06-01","24","323","0"
"2611606","5","5611203","2018-06-01","26","3399","0"
"2927408","5","5611205","2018-07-01","29","70","1"
"3106200","5","5611205","2018-07-01","31","77","1"
"3205309","5","5611204","2018-07-01","32","183","1"
"4205407","5","5611203","2018-07-01","42","557","1"
"4205407","5","5611205","2018-07-01","42","22","0"
"5300108","5","5611204","2018-07-01","53","2307","0"
"2606200","5","5611201","2018-08-01","26","109","0"
"1600303","5","5611203","2017-02-01","16","177","1"
"2304400","5","5611201","2017-02-01","23","5040","0"
"5002704","5","5611204","2017-02-01","50","307","1"
"1400100","5","5611205","2017-03-01","14","7","1"
"1600303","5","5611201","2020-08-01","16","454","1"
"2507507","5","5611205","2020-08-01","25","47","1"
"2700805","5","5611203","2020-08-01","27","1","0"
"1721000","5","5611205","2021-08-01","17","115","1"
"2408102","5","5611201","2021-08-01","24","1155","1"
"2611606","5","5611201","2021-08-01","26","3832","0"
"2611606","5","5611201","2021-08-01","26","2553","1"
"3106200","5","5611201","2021-11-01","31","6731","0"
"3106200","5","5611201","2021-11-01","31","4705","1"
"2111300","5","5611204","2019-09-01","21","305","0"
"2611606","5","5611205","2019-09-01","26","48","1"
"2927408","5","5611205","2019-09-01","29","140","1"
"3205309","5","5611204","2019-09-01","32","307","0"
"4314902","5","5611204","2019-09-01","43","983","0"
"5002704","5","5611204","2019-09-01","50","278","0"
"2111300","5","5611204","2019-01-01","21","343","1"
"2304400","5","5611204","2019-01-01","23","1036","1"
"2611606","5","5611205","2019-01-01","26","16","1"
"2704302","5","5611204","2019-01-01","27","305","0"
"2800308","5","5611201","2021-02-01","28","1067","1"
"4106902","5","5611201","2021-02-01","41","1436","1"
"4106902","5","5611204","2021-02-01","41","805","1"
"1400100","5","5611203","2021-03-01","14","539","1"
"3550308","5","5611204","2021-08-01","35","4965","0"
"5103403","5","5611201","2021-08-01","51","1203","1"
"5300108","5","5611203","2021-08-01","53","5368","1"
